quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
15061,0.149331,500.0,-6.64396,4.59768e+19,-83373400000.0,0.0120692,-83373400000.0,4.59768e+19,-0.380074,0.0120692,-0.380074,9.14552e+16,-5.98945e-06,-2.2338e-21,3.7149399999999997e-22,-3.35746e-21,-5.98945e-06,2.14883e-22,7.53582e-25,-1.7735700000000002e-23,-6.16902e-05,661550000000000.0,-1199640.0,7.25117e-06,-1199640.0,661550000000000.0,1.34642e-06,7.25117e-06,-2.61963e-05,1298990000000.0,23.19304952398342,4.205780731114124e-08,3.0607503709989338e-18,4.205780731114124e-08,23.19304952398342,9.638681129417319e-17,3.0607503709989322e-18,9.638681129417319e-17,11659.72191143074
15062,0.149331,600.0,-6.65261,4.71885e+19,-85570600000.0,0.0793918,-85570600000.0,4.71885e+19,-0.312319,0.0793918,-0.312319,9.67393e+16,-3.52359e-06,-2.0458399999999998e-21,4.77186e-22,-1.67368e-21,-3.52359e-06,1.03744e-22,1.0357800000000001e-24,-7.36858e-23,-3.77104e-05,827119000000000.0,-1499880.0,1.06329e-05,-1499880.0,827119000000000.0,1.96301e-06,1.06329e-05,-8.40465e-05,1540460000000.0,22.62692196051067,4.103116836335282e-08,1.8569413362404503e-17,4.103116836335282e-08,22.62692196051067,7.305012168298917e-17,1.8569413362404503e-17,7.305012168298917e-17,11037.194882881704
15063,0.149331,700.0,-6.66156,4.835e+19,-87676900000.0,0.149626,-87676900000.0,4.835e+19,-0.25501,0.149626,-0.25501,9.95015e+16,1.14319e-07,-2.1307299999999998e-21,5.82424e-22,-2.0875699999999998e-21,1.14319e-07,2.91406e-23,1.26837e-24,-8.1293e-23,-2.24332e-05,996186000000000.0,-1806460.0,1.31714e-05,-1806460.0,996186000000000.0,2.88447e-06,1.31714e-05,-5.84783e-05,1663640000000.0,22.11307060824505,4.009938946043517e-08,3.3252667473390136e-17,4.009938946043517e-08,22.11307060824505,5.667305648466262e-17,3.3252667473390136e-17,5.667305648466262e-17,10745.234633735656
15064,0.149647,100.0,-6.62802,4.63454e+19,-84041800000.0,-0.727897,-84041800000.0,4.63454e+19,-0.0929242,-0.727897,-0.0929242,1.27841e+16,-1.12769e-05,7.62765e-22,4.4377299999999995e-21,-4.58986e-22,-1.12769e-05,-3.10644e-21,-2.76266e-24,8.60168e-23,-0.000265116,95285100000000.0,-172788.0,2.37858e-06,-172788.0,95285100000000.0,-3.34058e-06,2.37858e-06,0.000108593,60667500000.0,22.953386128002904,4.162320071231222e-08,1.3069125637536263e-15,4.162320071231222e-08,22.953386128002904,1.6684202044204678e-16,1.3069125637536263e-15,1.6684202044204678e-16,83211.47843467633
15065,0.149647,200.0,-6.6306,4.33689e+19,-78644300000.0,-0.222199,-78644300000.0,4.33689e+19,-0.500794,-0.222199,-0.500794,4.91468e+16,-3.04407e-06,-2.01384e-21,1.23134e-21,-1.92111e-21,-3.04407e-06,1.98851e-22,3.06581e-25,3.8927599999999997e-22,-0.000215559,216467000000000.0,-392536.0,3.2488e-06,-392536.0,216467000000000.0,-2.81731e-06,3.2488e-06,0.000739519,152671000000.0,24.53827388429815,4.449721742628724e-08,1.1094069076930959e-16,4.449721742628724e-08,24.53827388429815,2.5003907358160535e-16,1.1094069076930959e-16,2.500390735816054e-16,21653.45345497038
15066,0.149647,300.0,-6.63517,4.3835e+19,-79489500000.0,-0.108241,-79489500000.0,4.3835e+19,-0.540112,-0.108241,-0.540112,7.44584e+16,-5.92583e-06,-1.56606e-21,4.30152e-22,-2.08367e-21,-5.92583e-06,3.76203e-22,3.78767e-25,2.90968e-22,-0.000148435,354058000000000.0,-642041.0,2.20443e-06,-642041.0,354058000000000.0,-5.22458e-07,2.20443e-06,0.000592388,436939000000.0,24.294089701310764,4.4054409565697326e-08,3.531658734479781e-17,4.4054409565697326e-08,24.294089701310764,1.76226314042779e-16,3.5316587344797815e-17,1.7622631404277897e-16,14302.36779271321
15067,0.149647,400.0,-6.64193,4.49199e+19,-81456800000.0,-0.0561734,-81456800000.0,4.49199e+19,-0.473712,-0.0561734,-0.473712,8.7611e+16,-7.72223e-06,-2.1545299999999998e-21,2.8121999999999997e-22,-2.2304399999999998e-21,-7.72223e-06,2.85996e-22,4.35607e-25,1.28382e-22,-9.79893e-05,502436000000000.0,-911106.0,3.75878e-06,-911106.0,502436000000000.0,7.87185e-07,3.75878e-06,0.000245388,860759000000.0,23.731495137847862,4.303419315592078e-08,1.5215883728780596e-17,4.303419315592078e-08,23.731495137847862,1.2831601085659979e-16,1.52158837287806e-17,1.283160108565998e-16,12167.608958265655
15068,0.149647,500.0,-6.65025,4.61134e+19,-83621000000.0,0.00113119,-83621000000.0,4.61134e+19,-0.392265,0.00113119,-0.392265,9.4741e+16,-7.10197e-06,-9.58178e-22,3.29422e-22,-2.55096e-21,-7.10197e-06,1.67585e-22,6.76628e-25,-4.22404e-19,-6.23229e-05,659720000000000.0,-1196320.0,6.96414e-06,-1196320.0,659720000000000.0,1.4754e-06,6.96291e-06,-0.676144,1238040000000.0,23.146238006447042,4.1972866202386034e-08,2.7636162280350076e-19,4.1972866202386034e-08,23.146238006447042,9.583452836207626e-17,2.763616228035008e-19,9.583452836207629e-17,11265.996049086403
15069,0.149647,600.0,-6.65939,4.72931e+19,-85760300000.0,0.0680674,-85760300000.0,4.72931e+19,-0.319345,0.0680674,-0.319345,9.87143e+16,-4.58496e-06,-1.81217e-21,4.37483e-22,-1.73155e-21,-4.58496e-06,6.97743e-23,9.618539999999999e-25,-6.66527e-23,-3.84226e-05,823106000000000.0,-1492600.0,1.02804e-05,-1492600.0,823106000000000.0,2.14041e-06,1.02804e-05,-7.90998e-05,1490580000000.0,22.599886310665475,4.098215236405658e-08,1.5583512098805803e-17,4.098215236405658e-08,22.599886310665475,7.311160278794376e-17,1.5583512098805803e-17,7.311160278794376e-17,10827.39464574974
15070,0.149647,700.0,-6.66875,4.84128e+19,-87790800000.0,0.136932,-87790800000.0,4.84128e+19,-0.2583,0.136932,-0.2583,1.00662e+17,-8.68952e-07,-1.99739e-21,5.47952e-22,-1.94989e-21,-8.68952e-07,3.1255100000000004e-24,1.2013600000000002e-24,-7.714020000000001e-23,-2.27992e-05,990220000000000.0,-1795640.0,1.28385e-05,-1795640.0,990220000000000.0,3.04045e-06,1.28385e-05,-5.87443e-05,1625840000000.0,22.108222297167313,4.009060665869679e-08,3.0074140045303205e-17,4.009060665869679e-08,22.108222297167313,5.67299856337906e-17,3.0074140045303205e-17,5.67299856337906e-17,10632.82017472633
15071,0.149964,100.0,-6.63303,4.75428e+19,-86213100000.0,-0.771549,-86213100000.0,4.75428e+19,-0.039691,-0.771549,-0.039691,1.81666e+16,-2.72586e-06,1.07636e-21,1.2920599999999999e-21,1.2762499999999999e-21,-2.72586e-06,-3.42079e-22,-3.81754e-24,1.75062e-22,-0.000268385,90968200000000.0,-164960.0,9.40145e-07,-164960.0,90968200000000.0,-2.52412e-06,9.40146e-07,0.000223574,62381700000.0,22.39220147670781,4.060554079969119e-08,9.510134344766831e-16,4.060554079969119e-08,22.39220147670781,4.8923238258186676e-17,9.51013434476683e-16,4.8923238258186676e-17,58601.38696106173
15072,0.149964,200.0,-6.63559,4.34645e+19,-78817500000.0,-0.290286,-78817500000.0,4.34645e+19,-0.50494,-0.290286,-0.50494,5.95249e+16,-2.6228e-06,-1.7960999999999997e-21,8.43707e-22,-1.5992199999999999e-21,-2.6228e-06,2.9686e-22,-1.78384e-25,6.97891e-22,-0.00020234,217602000000000.0,-394595.0,2.91313e-06,-394595.0,217602000000000.0,-2.77691e-06,2.91313e-06,0.00124408,148734000000.0,24.502728231340416,4.4432669934628795e-08,1.1949283391990102e-16,4.4432669934628795e-08,24.502728231340416,2.07852639920961e-16,1.1949283391990104e-16,2.07852639920961e-16,17891.65258927097
15073,0.149964,300.0,-6.64056,4.39767e+19,-79746500000.0,-0.13708,-79746500000.0,4.39767e+19,-0.558694,-0.13708,-0.558694,8.28695e+16,-6.84843e-06,-2.2235999999999997e-21,3.4421e-22,-1.3574399999999998e-21,-6.84843e-06,3.11183e-22,2.27444e-25,4.32967e-22,-0.00014197,355746000000000.0,-645102.0,2.20849e-06,-645102.0,355746000000000.0,-7.10167e-07,2.2085e-06,0.00085158,402736000000.0,24.23548165737157,4.394815522741775e-08,4.008953656225833e-17,4.394815522741775e-08,24.23548165737157,1.633920585391244e-16,4.0089536562258324e-17,1.633920585391244e-16,12861.143197457839
15074,0.149964,400.0,-6.64784,4.50901e+19,-81765400000.0,-0.0698914,-81765400000.0,4.50901e+19,-0.489874,-0.0698914,-0.489874,9.31765e+16,-8.81492e-06,-1.69656e-21,2.36862e-22,-1.7369399999999998e-21,-8.81492e-06,2.23241e-22,3.54463e-25,1.7491999999999999e-22,-9.59118e-05,502723000000000.0,-911627.0,3.62958e-06,-911627.0,502723000000000.0,7.45356e-07,3.62958e-06,0.00033206,803876000000.0,23.662953321020133,4.2909881403557304e-08,1.7749507190774304e-17,4.2909881403557304e-08,23.662953321020133,1.244076091952418e-16,1.7749507190774304e-17,1.2440760919524182e-16,11451.008908256159
15075,0.149964,500.0,-6.65669,4.62714e+19,-83907700000.0,-0.00886906,-83907700000.0,4.62714e+19,-0.402931,-0.00886906,-0.402931,9.81724e+16,-8.18098e-06,-1.7241099999999998e-21,2.89166e-22,-2.0532299999999998e-21,-8.18098e-06,1.20824e-22,6.03182e-25,1.45883e-23,-6.20845e-05,657825000000000.0,-1192890.0,6.6671e-06,-1192890.0,657825000000000.0,1.57517e-06,6.6671e-06,2.56368e-05,1179050000000.0,23.089539947280954,4.187014421509758e-08,2.0859481079775033e-18,4.187014421509758e-08,23.089539947280954,9.47668735904308e-17,2.0859481079775033e-18,9.47668735904308e-17,10882.746461496468
15076,0.149964,600.0,-6.6663,4.74157e+19,-85982700000.0,0.0576942,-85982700000.0,4.74157e+19,-0.325178,0.0576942,-0.325178,1.00764e+17,-5.60293e-06,-2.20056e-21,3.99339e-22,-2.73803e-21,-5.60293e-06,3.53218e-23,8.88825e-25,-5.88009e-23,-3.86266e-05,818971000000000.0,-1485110.0,9.91113e-06,-1485110.0,818971000000000.0,2.29188e-06,9.91113e-06,-7.15071e-05,1440620000000.0,22.564840851500552,4.091863963797469e-08,1.2919896269985331e-17,4.091863963797469e-08,22.564840851500552,7.281955674693819e-17,1.2919896269985331e-17,7.281955674693819e-17,10618.15454291706
15077,0.149964,700.0,-6.67606,4.84906e+19,-87931800000.0,0.125134,-87931800000.0,4.84906e+19,-0.260705,0.125134,-0.260705,1.01861e+17,-1.80902e-06,-1.95436e-21,5.14391e-22,-2.27287e-21,-1.80902e-06,-2.34402e-23,1.13492e-24,-7.21401e-23,-2.28762e-05,984094000000000.0,-1784540.0,1.24818e-05,-1784540.0,984094000000000.0,3.17729e-06,1.24818e-05,-5.71328e-05,1587050000000.0,22.096946309311093,4.0070122116061275e-08,2.714561283536243e-17,4.0070122116061275e-08,22.096946309311093,5.655534878466552e-17,2.714561283536244e-17,5.655534878466552e-17,10519.179908957112
15078,0.150281,100.0,-6.63822,4.73514e+19,-85866000000.0,-0.741825,-85866000000.0,4.73514e+19,-0.0630429,-0.741825,-0.0630429,2.64844e+16,8.16161e-06,3.05136e-22,2.93862e-22,1.46964e-22,8.16161e-06,1.04419e-21,-4.0084900000000004e-24,3.49336e-22,-0.000258196,90391400000000.0,-163914.0,-9.14351e-08,-163914.0,90391400000000.0,-1.66947e-06,-9.14329e-08,0.000411654,65875700000.0,22.50030497333533,4.0801564195365096e-08,6.302309563145371e-16,4.0801564195365096e-08,22.50030497333533,5.355924644964966e-17,6.302309563145371e-16,5.355924644964966e-17,40228.245341196714
15079,0.150281,200.0,-6.64071,4.34827e+19,-78850600000.0,-0.341448,-78850600000.0,4.34827e+19,-0.524366,-0.341448,-0.524366,7.17422e+16,-2.32339e-06,-7.62558e-22,5.342899999999999e-22,-8.63957e-22,-2.32339e-06,3.6627e-22,-5.73733e-25,1.10618e-21,-0.000187649,219922000000000.0,-398802.0,2.44621e-06,-398802.0,219922000000000.0,-2.61191e-06,2.44622e-06,0.00182761,149100000000.0,24.51137074973815,4.4448396498821444e-08,1.1665879416945423e-16,4.4448396498821444e-08,24.51137074973815,1.7915438123913136e-16,1.1665879416945423e-16,1.7915438123913136e-16,14856.257278138099
15080,0.150281,300.0,-6.64611,4.41397e+19,-80041900000.0,-0.161873,-80041900000.0,4.41397e+19,-0.578201,-0.161873,-0.578201,9.1949e+16,-7.82101e-06,-9.71882e-22,2.61254e-22,-8.83394e-22,-7.82101e-06,2.55249e-22,8.08999e-26,5.88802e-22,-0.000134163,357640000000000.0,-648537.0,2.1329e-06,-648537.0,357640000000000.0,-8.44537e-07,2.13291e-06,0.0011083,375046000000.0,24.16616492690876,4.382235847690714e-08,4.2543688789999154e-17,4.382235847690714e-08,24.16616492690876,1.5196359649367835e-16,4.2543688789999166e-17,1.5196359649367835e-16,11600.857758369037
15081,0.150281,400.0,-6.65391,4.52855e+19,-82119700000.0,-0.0821641,-82119700000.0,4.52855e+19,-0.504464,-0.0821641,-0.504464,9.89848e+16,-9.89801e-06,-2.40437e-21,1.93731e-22,-2.09919e-21,-9.89801e-06,1.64663e-22,2.73269e-25,2.21429e-22,-9.26754e-05,503002000000000.0,-912133.0,3.47927e-06,-912133.0,503002000000000.0,6.98966e-07,3.47927e-06,0.000413166,752536000000.0,23.58236420742654,4.2763725121829384e-08,1.9574962545241034e-17,4.2763725121829384e-08,23.58236420742654,1.2018465240167042e-16,1.9574962545241034e-17,1.2018465240167042e-16,10788.920665752867
15082,0.150281,500.0,-6.66329,4.6451e+19,-84233200000.0,-0.0178383,-84233200000.0,4.6451e+19,-0.411969,-0.0178383,-0.411969,1.01706e+17,-9.22182e-06,-9.64998e-22,2.50896e-22,-1.20434e-21,-9.22182e-06,7.49817e-23,5.29442e-25,3.07636e-23,-6.10516e-05,655850000000000.0,-1189300.0,6.36155e-06,-1189300.0,655850000000000.0,1.65099e-06,6.36155e-06,5.23436e-05,1122840000000.0,23.023070018395803,4.174951801841806e-08,4.038035584023136e-18,4.174951801841806e-08,23.023070018395803,9.325694780202976e-17,4.038035584023136e-18,9.325694780202978e-17,10515.059341872686
15083,0.150281,600.0,-6.67336,4.7556e+19,-86237000000.0,0.0482783,-86237000000.0,4.7556e+19,-0.329736,0.0482783,-0.329736,1.02863e+17,-6.57366e-06,-2.01042e-21,3.6289e-22,-3.47449e-21,-6.57366e-06,6.99306e-25,8.17183e-25,-5.05433e-23,-3.83446e-05,814715000000000.0,-1477390.0,9.52755e-06,-1477390.0,814715000000000.0,2.41922e-06,9.52755e-06,-6.20805e-05,1391260000000.0,22.522096899317916,4.084107305716375e-08,1.0570647728216832e-17,4.084107305716375e-08,22.522096899317916,7.219647629586686e-17,1.0570647728216833e-17,7.219647629586686e-17,10412.498567453435
15084,0.150281,700.0,-6.68349,4.85828e+19,-88099100000.0,0.114213,-88099100000.0,4.85828e+19,-0.262171,0.114213,-0.262171,1.03085e+17,-2.70276e-06,-2.0016199999999998e-21,4.81889e-22,-2.08878e-21,-2.70276e-06,-5.03602e-23,1.0694200000000001e-24,-6.65075e-23,-2.26678e-05,977814000000000.0,-1773150.0,1.2104e-05,-1773150.0,977814000000000.0,3.29522e-06,1.2104e-05,-5.39025e-05,1547720000000.0,22.079556648496677,4.003863649545876e-08,2.446303917153593e-17,4.003863649545876e-08,22.079556648496677,5.615384819828384e-17,2.446303917153593e-17,5.615384819828384e-17,10405.846483412566
15085,0.150597,100.0,-6.64348,4.5612e+19,-82711800000.0,-0.695252,-82711800000.0,4.5612e+19,-0.157813,-0.695252,-0.157813,3.89872e+16,1.79563e-05,-4.56251e-22,1.26871e-22,-1.72281e-21,1.79563e-05,1.52935e-21,-3.80314e-24,7.338999999999999e-22,-0.000238664,94551000000000.0,-171457.0,-6.03879e-07,-171457.0,94551000000000.0,-9.63652e-07,-6.03875e-07,0.000737424,72960600000.0,23.376856097539676,4.239107792178555e-08,4.1687543507142146e-16,4.239107792178555e-08,23.376856097539676,9.462520572889336e-17,4.1687543507142146e-16,9.462520572889336e-17,27349.10843356229
15086,0.150597,200.0,-6.64597,4.34401e+19,-78773300000.0,-0.375325,-78773300000.0,4.34401e+19,-0.559342,-0.375325,-0.559342,8.58372e+16,-2.40741e-06,1.42567e-22,2.99398e-22,3.66723e-23,-2.40741e-06,3.98501e-22,-8.73937e-25,1.60196e-21,-0.000172031,223306000000000.0,-404939.0,1.9178e-06,-404939.0,223306000000000.0,-2.3754e-06,1.91782e-06,0.00242755,153725000000.0,24.554842192035203,4.452719838227459e-08,1.0736657498883404e-16,4.452719838227459e-08,24.554842192035203,1.600070197780161e-16,1.0736657498883404e-16,1.600070197780161e-16,12426.602921649686
15087,0.150597,300.0,-6.65182,4.43275e+19,-80382600000.0,-0.181763,-80382600000.0,4.43275e+19,-0.598623,-0.181763,-0.598623,1.0159e+17,-8.85725e-06,-2.1978999999999997e-22,1.8488599999999999e-22,-7.471699999999999e-22,-8.85725e-06,2.04712e-22,-5.3988e-26,7.45036e-22,-0.00012536,359678000000000.0,-652232.0,1.99217e-06,-652232.0,359678000000000.0,-9.27707e-07,1.99218e-06,0.00133083,353548000000.0,24.08445577857049,4.367426936025087e-08,4.3091475163153174e-17,4.367426936025087e-08,24.08445577857049,1.4191858627299505e-16,4.3091475163153174e-17,1.4191858627299505e-16,10508.944911158416
15088,0.150597,400.0,-6.66016,4.5507e+19,-82521400000.0,-0.0926812,-82521400000.0,4.5507e+19,-0.517372,-0.0926812,-0.517372,1.04958e+17,-1.09663e-05,-1.58033e-21,1.52584e-22,-1.90875e-21,-1.09663e-05,1.09868e-22,1.9406899999999999e-25,2.6427e-22,-8.84734e-05,503240000000000.0,-912564.0,3.30964e-06,-912564.0,503240000000000.0,6.55266e-07,3.30964e-06,0.000480141,707020000000.0,23.489622843258996,4.2595569088221874e-08,2.0742072588067703e-17,4.2595569088221874e-08,23.489622843258996,1.1578796426771092e-16,2.0742072588067712e-17,1.157879642677109e-16,10184.47633080077
15089,0.150597,500.0,-6.67004,4.66518e+19,-84597300000.0,-0.0256917,-84597300000.0,4.66518e+19,-0.419274,-0.0256917,-0.419274,1.05295e+17,-1.02195e-05,-1.70102e-22,2.14748e-22,-9.66322e-22,-1.02195e-05,3.03194e-23,4.57664e-25,4.56064e-23,-5.93056e-05,653781000000000.0,-1185550.0,6.04913e-06,-1185550.0,653781000000000.0,1.70782e-06,6.04913e-06,7.62738e-05,1070030000000.0,22.947195753010558,4.161191643786865e-08,5.599054908347177e-18,4.161191643786865e-08,22.947195753010558,9.13734038009101e-17,5.599054908347177e-18,9.137340380091011e-17,10166.940375424263
15090,0.150597,600.0,-6.68057,4.77134e+19,-86522400000.0,0.0398248,-86522400000.0,4.77134e+19,-0.332939,0.0398248,-0.332939,1.04986e+17,-7.49332e-06,-1.46765e-21,3.28241e-22,-3.06879e-21,-7.49332e-06,-3.3826100000000004e-23,7.47374e-25,-4.22767e-23,-3.76045e-05,810335000000000.0,-1469440.0,9.1322e-06,-1469440.0,810335000000000.0,2.52446e-06,9.1322e-06,-5.16899e-05,1343100000000.0,22.47205251823046,4.07503115854947e-08,8.524422147340182e-18,4.07503115854947e-08,22.47205251823046,7.126495620124834e-17,8.524422147340183e-18,7.126495620124834e-17,10212.962019920154
15091,0.150597,700.0,-6.69106,4.86889e+19,-88291400000.0,0.104153,-88291400000.0,4.86889e+19,-0.262644,0.104153,-0.262644,1.04317e+17,-3.54718e-06,-9.40219e-22,4.50572e-22,-8.51397e-22,-3.54718e-06,-7.7453e-23,1.0052200000000001e-24,-6.04513e-23,-2.21812e-05,971388000000000.0,-1761500.0,1.17074e-05,-1761500.0,971388000000000.0,3.39467e-06,1.17074e-05,-4.93803e-05,1508280000000.0,22.05639590331543,3.9996592103292213e-08,2.202172025665181e-17,3.9996592103292213e-08,22.05639590331543,5.553246394609327e-17,2.2021720256651812e-17,5.553246394609327e-17,10294.598718300324
15092,0.150914,100.0,-6.64866,4.29066e+19,-77805900000.0,-0.664071,-77805900000.0,4.29066e+19,-0.309075,-0.664071,-0.309075,5.70982e+16,2.30145e-05,-2.8423999999999997e-21,9.59222e-23,-1.4863199999999999e-21,2.30145e-05,1.52274e-21,-3.5298600000000005e-24,1.6144699999999999e-21,-0.000213303,102584000000000.0,-186024.0,-7.81395e-07,-186024.0,102584000000000.0,-4.97883e-07,-7.81388e-07,0.00131739,85913100000.0,24.870219031307204,4.509911703392917e-08,2.892488946460347e-16,4.509911703392917e-08,24.870219031307204,1.3462356041084118e-16,2.8924889464603463e-16,1.3462356041084118e-16,18688.794741142203
15093,0.150914,200.0,-6.65138,4.33767e+19,-78658500000.0,-0.392699,-78658500000.0,4.33767e+19,-0.608161,-0.392699,-0.608161,1.01728e+17,-3.08237e-06,8.89616e-22,1.27459e-22,6.9209399999999995e-22,-3.08237e-06,3.94354e-22,-1.08454e-24,2.14416e-21,-0.000155898,227390000000000.0,-412345.0,1.37907e-06,-412345.0,227390000000000.0,-2.11343e-06,1.37908e-06,0.00295681,162476000000.0,24.610749421019218,4.462867468786792e-08,9.500448956065434e-17,4.462867468786792e-08,24.610749421019218,1.4713056381883162e-16,9.500448956065434e-17,1.4713056381883162e-16,10493.994715424702
15094,0.150914,300.0,-6.65771,4.45456e+19,-80778000000.0,-0.196234,-80778000000.0,4.45456e+19,-0.619584,-0.196234,-0.619584,1.11649e+17,-9.96243e-06,-1.16162e-21,1.17238e-22,2.32701e-22,-9.96243e-06,1.5690999999999998e-22,-1.7255599999999999e-25,8.85037e-22,-0.000115838,361770000000000.0,-656025.0,1.80304e-06,-656025.0,361770000000000.0,-9.65587e-07,1.80305e-06,0.00148874,337827000000.0,23.987757414029225,4.3498865620632626e-08,4.2160821998726476e-17,4.3498865620632626e-08,23.987757414029225,1.3311745468521743e-16,4.216082199872647e-17,1.3311745468521743e-16,9570.610096484343
15095,0.150914,400.0,-6.66658,4.57554e+19,-82971800000.0,-0.101205,-82971800000.0,4.57554e+19,-0.528428,-0.101205,-0.528428,1.11007e+17,-1.20132e-05,8.72052e-22,1.14015e-22,-6.91617e-22,-1.20132e-05,5.8386e-23,1.1854e-25,2.99709e-22,-8.34798e-05,503404000000000.0,-912863.0,3.12388e-06,-912863.0,503404000000000.0,6.19373e-07,3.12389e-06,0.000525623,667411000000.0,23.384620477552094,4.2405138045768525e-08,2.131974143827616e-17,4.2405138045768525e-08,23.384620477552094,1.1131809916494914e-16,2.1319741438276164e-17,1.1131809916494914e-16,9638.78551621598
15096,0.150914,500.0,-6.67697,4.68737e+19,-84999700000.0,-0.0323575,-84999700000.0,4.68737e+19,-0.424736,-0.0323575,-0.424736,1.08892e+17,-1.11688e-05,-6.94803e-22,1.80822e-22,-1.30352e-21,-1.11688e-05,-1.30019e-23,3.88475e-25,5.816910000000001e-23,-5.69297e-05,651606000000000.0,-1181610.0,5.73171e-06,-1181610.0,651606000000000.0,1.7501e-06,5.73171e-06,9.52987e-05,1021090000000.0,22.862292455547145,4.1457960434823166e-08,6.79358121569128e-18,4.1457960434823166e-08,22.862292455547145,8.917494994802875e-17,6.79358121569128e-18,8.917494994802875e-17,9841.312840921097
15097,0.150914,600.0,-6.68793,4.78873e+19,-86837800000.0,0.0323366,-86837800000.0,4.78873e+19,-0.334717,0.0323366,-0.334717,1.07104e+17,-8.35809e-06,-1.26064e-21,2.95466e-22,-7.64286e-22,-8.35809e-06,-6.80312e-23,6.7979699999999995e-25,-3.43625e-23,-3.64387e-05,805833000000000.0,-1461280.0,8.72751e-06,-1461280.0,805833000000000.0,2.60981e-06,8.72751e-06,-4.11703e-05,1296640000000.0,22.415114149275862,4.064708595957566e-08,6.767520975819796e-18,4.064708595957566e-08,22.415114149275862,7.005078952596337e-17,6.767520975819794e-18,7.005078952596337e-17,10022.028082990533
15098,0.150914,700.0,-6.69876,4.88082e+19,-88507800000.0,0.0949328,-88507800000.0,4.88082e+19,-0.26208,0.0949328,-0.26208,1.05544e+17,-4.33941e-06,-2.48207e-21,4.2054399999999997e-22,-1.86397e-21,-4.33941e-06,-1.04553e-22,9.42628e-25,-5.416710000000001e-23,-2.14268e-05,964826000000000.0,-1749600.0,1.12946e-05,-1749600.0,964826000000000.0,3.47634e-06,1.12946e-05,-4.39284e-05,1469140000000.0,22.027804528531483,3.994477398573107e-08,1.9813169401173423e-17,3.994477398573107e-08,22.027804528531483,5.4698012270195e-17,1.9813169401173423e-17,5.4698012270195e-17,10186.628221305527
