quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
53,-0.397538,500.0,16.7779,5.05867e+19,-65934300000.0,-15.1591,-65934300000.0,5.05867e+19,26.858,-15.1591,26.858,2.862e+17,-2.75336e-05,-2.69337e-22,8.79824e-22,-5.79074e-22,-2.75336e-05,-5.14494e-21,1.26289e-23,-4.2664e-23,-2.0012e-06,647999000000000.0,-844597.0,4.9891e-05,-844597.0,647999000000000.0,0.000153047,4.9891e-05,0.000153047,2696340000000.0
54,-0.397538,600.0,16.7739,5.11997e+19,-66733300000.0,-12.3565,-66733300000.0,5.11997e+19,24.9416,-12.3565,24.9416,2.75772e+17,-3.03402e-05,-6.55801e-21,-1.90517e-22,-4.30228e-21,-3.03402e-05,-5.28112e-21,3.5404400000000004e-24,-3.76628e-23,-1.14183e-05,783190000000000.0,-1020800.0,9.73885e-05,-1020800.0,783190000000000.0,0.000162224,9.73885e-05,0.000162224,3105140000000.0
55,-0.397538,700.0,16.7707,5.17407e+19,-67438400000.0,-9.90167,-67438400000.0,5.17407e+19,23.4917,-9.90167,23.4917,2.67391e+17,-3.31726e-05,-1.3333799999999999e-21,-1.14534e-21,1.98649e-21,-3.31726e-05,-5.15051e-21,-3.4099500000000004e-24,-3.25702e-23,-2.00615e-05,915526000000000.0,-1193290.0,0.000130047,-1193290.0,915526000000000.0,0.000166659,0.000130047,0.000166659,3449360000000.0
56,-0.397221,100.0,16.7854,4.46831e+19,-58239600000.0,-24.1102,-58239600000.0,4.46831e+19,60.465,-24.1102,60.465,3.11544e+17,-1.16053e-05,1.9974399999999997e-21,-2.90901e-22,2.7378499999999997e-21,-1.16053e-05,1.62992e-20,3.81111e-23,1.2978900000000001e-23,6.27845e-05,127101000000000.0,-165662.0,-4.8892e-05,-165662.0,127101000000000.0,3.70125e-05,-4.8892e-05,3.70125e-05,751517000000.0
57,-0.397221,200.0,16.7828,4.85812e+19,-63320300000.0,-23.2391,-63320300000.0,4.85812e+19,41.4178,-23.2391,41.4178,3.26618e+17,-1.8008e-05,-2.43279e-21,2.178e-21,2.42645e-22,-1.8008e-05,2.4072099999999997e-21,4.0856800000000004e-23,-3.05354e-23,3.67917e-05,251129000000000.0,-327319.0,-9.86923e-05,-327319.0,251129000000000.0,9.34151e-05,-9.86923e-05,9.34151e-05,1321600000000.0
58,-0.397221,300.0,16.7787,4.97586e+19,-64854900000.0,-21.7563,-64854900000.0,4.97586e+19,34.3035,-21.7563,34.3035,3.12514e+17,-2.14822e-05,-2.47083e-21,1.96981e-21,7.733630000000001e-23,-2.14822e-05,-2.20631e-21,3.10703e-23,-4.3339500000000004e-23,2.12833e-05,379602000000000.0,-494770.0,-6.32781e-05,-494770.0,379602000000000.0,0.000131598,-6.32781e-05,0.000131598,1791320000000.0
59,-0.397221,400.0,16.774,5.0485e+19,-65801800000.0,-18.7454,-65801800000.0,5.0485e+19,30.4419,-18.7454,30.4419,2.97352e+17,-2.48457e-05,-3.8256999999999995e-21,1.33007e-21,-3.56486e-21,-2.48457e-05,-3.97545e-21,2.0791800000000002e-23,-4.4458e-23,1.00521e-05,514433000000000.0,-670507.0,-3.84629e-06,-670507.0,514433000000000.0,0.000146164,-3.84629e-06,0.000146164,2285150000000.0
60,-0.397221,500.0,16.7694,5.11213e+19,-66631100000.0,-15.5247,-66631100000.0,5.11213e+19,27.7227,-15.5247,27.7227,2.85365e+17,-2.77743e-05,-1.41534e-21,3.75129e-22,-3.09566e-21,-2.77743e-05,-4.70929e-21,1.04315e-23,-4.11761e-23,-3.19761e-07,650917000000000.0,-848400.0,5.53916e-05,-848400.0,650917000000000.0,0.000156843,5.53916e-05,0.000156843,2757510000000.0
61,-0.397221,600.0,16.7655,5.16939e+19,-67377400000.0,-12.5639,-67377400000.0,5.16939e+19,25.7003,-12.5639,25.7003,2.75939e+17,-3.05159e-05,-1.8316e-22,-6.43634e-22,-1.28166e-22,-3.05159e-05,-4.91219e-21,1.5437000000000001e-24,-3.64067e-23,-1.00283e-05,786699000000000.0,-1025380.0,0.000102909,-1025380.0,786699000000000.0,0.00016446,0.000102909,0.00016446,3173090000000.0
62,-0.397221,700.0,16.7622,5.22041e+19,-68042400000.0,-9.99281,-68042400000.0,5.22041e+19,24.1459,-9.99281,24.1459,2.68198e+17,-3.32849e-05,-1.8602099999999997e-21,-1.52992e-21,2.76635e-21,-3.32849e-05,-4.8305299999999995e-21,-5.0904900000000006e-24,-3.15088e-23,-1.88167e-05,919854000000000.0,-1198930.0,0.000134404,-1198930.0,919854000000000.0,0.00016818,0.000134404,0.00016818,3520330000000.0
63,-0.396905,100.0,16.7773,4.58271e+19,-59730700000.0,-22.9897,-59730700000.0,4.58271e+19,48.4128,-22.9897,48.4128,2.72517e+17,-1.69964e-05,-2.25191e-22,-1.43813e-21,1.3250899999999999e-21,-1.69964e-05,2.11623e-20,3.1092300000000003e-23,4.23599e-23,6.20298e-05,128837000000000.0,-167925.0,-6.11745e-05,-167925.0,128837000000000.0,6.35676e-05,-6.11745e-05,6.35676e-05,782908000000.0
64,-0.396905,200.0,16.7744,4.9492e+19,-64507400000.0,-24.3846,-64507400000.0,4.9492e+19,40.121,-24.3846,40.121,3.11719e+17,-1.91877e-05,-2.41965e-21,2.09611e-21,-1.2428e-22,-1.91877e-05,3.84609e-21,4.1683800000000004e-23,-2.2638e-23,3.86198e-05,251907000000000.0,-328334.0,-9.85271e-05,-328334.0,251907000000000.0,0.00011422,-9.85271e-05,0.00011422,1371830000000.0
65,-0.396905,300.0,16.7702,5.04535e+19,-65760700000.0,-22.5185,-65760700000.0,5.04535e+19,34.8781,-22.5185,34.8781,3.06189e+17,-2.1832e-05,-4.94946e-22,1.54767e-21,1.05255e-22,-2.1832e-05,-1.5408599999999998e-21,2.96987e-23,-4.08027e-23,2.36648e-05,381711000000000.0,-497518.0,-6.11121e-05,-497518.0,381711000000000.0,0.000142798,-6.11121e-05,0.000142798,1836120000000.0
66,-0.396905,400.0,16.7655,5.10887e+19,-66588700000.0,-19.2429,-66588700000.0,5.10887e+19,31.2832,-19.2429,31.2832,2.94488e+17,-2.5089e-05,1.77286e-21,7.94812e-22,1.3842399999999999e-21,-2.5089e-05,-3.45575e-21,1.8538100000000002e-23,-4.2609e-23,1.19648e-05,517013000000000.0,-673871.0,2.67459e-07,-673871.0,517013000000000.0,0.000152923,2.67459e-07,0.000152923,2338320000000.0
67,-0.396905,500.0,16.7609,5.16677e+19,-67343300000.0,-15.831,-67343300000.0,5.16677e+19,28.5344,-15.831,28.5344,2.84297e+17,-2.79638e-05,-3.72137e-21,-1.50879e-22,-2.15371e-21,-2.79638e-05,-4.27055e-21,8.097690000000001e-24,-3.95903e-23,1.17416e-06,653836000000000.0,-852204.0,6.07251e-05,-852204.0,653836000000000.0,0.00016107,6.07251e-05,0.00016107,2820310000000.0
68,-0.396905,600.0,16.7569,5.2197e+19,-68033200000.0,-12.7241,-68033200000.0,5.2197e+19,26.4247,-12.7241,26.4247,2.75951e+17,-3.06529e-05,-2.6648999999999997e-22,-1.1105099999999999e-21,1.47904e-21,-3.06529e-05,-4.5369799999999995e-21,-5.37263e-25,-3.5062500000000003e-23,-8.77291e-06,790199000000000.0,-1029940.0,0.00010802,-1029940.0,790199000000000.0,0.000167098,0.00010802,0.000167098,3241860000000.0
69,-0.396905,700.0,16.7536,5.26746e+19,-68655700000.0,-10.0475,-68655700000.0,5.26746e+19,24.777,-10.0475,24.777,2.68895e+17,-3.33686e-05,-6.45154e-21,-1.92216e-21,-6.12889e-21,-3.33686e-05,-4.50414e-21,-6.818080000000001e-24,-3.03766e-23,-1.76712e-05,924164000000000.0,-1204550.0,0.000138246,-1204550.0,924164000000000.0,0.000170052,0.000138246,0.000170052,3591530000000.0
70,-0.396588,100.0,16.7691,4.74929e+19,-61901900000.0,-21.5463,-61901900000.0,4.74929e+19,37.1339,-21.5463,37.1339,2.41625e+17,-2.20809e-05,1.3493899999999999e-21,-8.43403e-22,3.46622e-21,-2.20809e-05,2.2808399999999998e-20,2.95989e-23,5.76328e-23,5.26201e-05,130067000000000.0,-169529.0,-7.91543e-05,-169529.0,130067000000000.0,8.99257e-05,-7.91543e-05,8.99257e-05,819927000000.0
71,-0.396588,200.0,16.7658,5.05151e+19,-65840900000.0,-25.58,-65840900000.0,5.05151e+19,38.423,-25.58,38.423,2.97819e+17,-1.99112e-05,4.43243e-22,1.97114e-21,1.23188e-22,-1.99112e-05,4.69802e-21,4.13051e-23,-1.6889600000000002e-23,3.87083e-05,251990000000000.0,-328441.0,-9.66986e-05,-328441.0,251990000000000.0,0.000138198,-9.66986e-05,0.000138198,1415510000000.0
72,-0.396588,300.0,16.7616,5.1173e+19,-66698500000.0,-23.2179,-66698500000.0,5.1173e+19,35.3056,-23.2179,35.3056,2.9962e+17,-2.20425e-05,-2.04566e-21,1.07193e-21,8.01683e-22,-2.20425e-05,-9.76974e-22,2.78286e-23,-3.8493300000000004e-23,2.54597e-05,383793000000000.0,-500233.0,-5.80655e-05,-500233.0,383793000000000.0,0.00015458,-5.80655e-05,0.00015458,1881000000000.0
73,-0.396588,400.0,16.7569,5.17067e+19,-67394100000.0,-19.6665,-67394100000.0,5.17067e+19,32.0417,-19.6665,32.0417,2.91347e+17,-2.52613e-05,-4.18242e-21,2.27796e-22,-2.67496e-22,-2.52613e-05,-2.9517899999999998e-21,1.60537e-23,-4.06964e-23,1.3572e-05,519622000000000.0,-677271.0,4.58657e-06,-677271.0,519622000000000.0,0.000160021,4.58657e-06,0.000160021,2393150000000.0
74,-0.396588,500.0,16.7524,5.22248e+19,-68069300000.0,-16.0744,-68069300000.0,5.22248e+19,29.2927,-16.0744,29.2927,2.83032e+17,-2.81017e-05,-1.07157e-21,-6.97025e-22,-5.26141e-22,-2.81017e-05,-3.83132e-21,5.631790000000001e-24,-3.79107e-23,2.46861e-06,656772000000000.0,-856032.0,6.58341e-05,-856032.0,656772000000000.0,0.000165692,6.58341e-05,0.000165692,2884370000000.0
75,-0.396588,600.0,16.7483,5.27085e+19,-68699800000.0,-12.8348,-68699800000.0,5.27085e+19,27.1137,-12.8348,27.1137,2.75826e+17,-3.07509e-05,-2.98296e-21,-1.5894999999999998e-21,1.65448e-22,-3.07509e-05,-4.1573099999999995e-21,-2.6946400000000004e-24,-3.3634700000000003e-23,-7.65784e-06,793707000000000.0,-1034510.0,0.000112672,-1034510.0,793707000000000.0,0.00017013,0.000112672,0.00017013,3311180000000.0
76,-0.396588,700.0,16.7449,5.31517e+19,-69277500000.0,-10.0642,-69277500000.0,5.31517e+19,25.3838,-10.0642,25.3838,2.69493e+17,-3.34233e-05,-4.8912e-23,-2.32055e-21,-2.63776e-21,-3.34233e-05,-4.172599999999999e-21,-8.585420000000001e-24,-2.91776e-23,-1.6627e-05,928470000000000.0,-1210160.0,0.000141534,-1210160.0,928470000000000.0,0.000172276,0.000141534,0.000172276,3662740000000.0
77,-0.396271,100.0,16.7606,4.98323e+19,-64951000000.0,-21.5768,-64951000000.0,4.98323e+19,27.7884,-21.5768,27.7884,2.22403e+17,-2.63422e-05,-3.3340399999999997e-21,2.07286e-21,-7.5398199999999995e-22,-2.63422e-05,2.1314399999999998e-20,3.5678500000000003e-23,6.10915e-23,3.46924e-05,129632000000000.0,-168962.0,-9.23636e-05,-168962.0,129632000000000.0,0.000111104,-9.23636e-05,0.000111104,834888000000.0
78,-0.396271,200.0,16.757,5.16154e+19,-67275100000.0,-26.8213,-67275100000.0,5.16154e+19,36.6489,-26.8213,36.6489,2.85535e+17,-2.00445e-05,-1.0096099999999999e-21,1.76984e-21,-5.87078e-22,-2.00445e-05,4.84329e-21,3.95573e-23,-1.38803e-23,3.72388e-05,251706000000000.0,-328072.0,-9.30598e-05,-328072.0,251706000000000.0,0.000162691,-9.30598e-05,0.000162691,1447440000000.0
79,-0.396271,300.0,16.7529,5.19092e+19,-67658100000.0,-23.8385,-67658100000.0,5.19092e+19,35.6362,-23.8385,35.6362,2.93012e+17,-2.21085e-05,2.3320299999999997e-21,5.35367e-22,1.69151e-21,-2.21085e-05,-5.266249999999999e-22,2.5422999999999998e-23,-3.646e-23,2.66706e-05,385954000000000.0,-503049.0,-5.4337e-05,-503049.0,385954000000000.0,0.000166287,-5.4337e-05,0.000166287,1924380000000.0
80,-0.396271,400.0,16.7483,5.23367e+19,-68215200000.0,-20.0098,-68215200000.0,5.23367e+19,32.7244,-20.0098,32.7244,2.88009e+17,-2.53628e-05,-3.09901e-21,-3.71339e-22,-4.1200499999999995e-21,-2.53628e-05,-2.46672e-21,1.33341e-23,-3.87233e-23,1.48583e-05,522285000000000.0,-680742.0,9.01056e-06,-680742.0,522285000000000.0,0.000167311,9.01056e-06,0.000167311,2448990000000.0
81,-0.396271,500.0,16.7437,5.27914e+19,-68807800000.0,-16.2514,-68807800000.0,5.27914e+19,29.9979,-16.2514,29.9979,2.8161e+17,-2.81881e-05,-2.23764e-21,-1.26179e-21,8.00986e-22,-2.81881e-05,-3.3939199999999995e-21,3.0406e-24,-3.61414e-23,3.55377e-06,659744000000000.0,-859905.0,7.06541e-05,-859904.0,659744000000000.0,0.000170673,7.06541e-05,0.000170673,2949260000000.0
82,-0.396271,600.0,16.7396,5.32274e+19,-69376200000.0,-12.8937,-69376200000.0,5.32274e+19,27.7663,-12.8937,27.7663,2.75586e+17,-3.08099e-05,-6.16102e-21,-2.07876e-21,-4.43749e-21,-3.08099e-05,-3.7749199999999995e-21,-4.91947e-24,-3.21283e-23,-6.6875e-06,797237000000000.0,-1039110.0,0.000116814,-1039110.0,797237000000000.0,0.000173546,0.000116814,0.000173546,3380740000000.0
83,-0.396271,700.0,16.7362,5.36348e+19,-69907200000.0,-10.0413,-69907200000.0,5.36348e+19,25.9652,-10.0413,25.9652,2.70004e+17,-3.34491e-05,-1.61837e-21,-2.72345e-21,-2.64009e-21,-3.34491e-05,-3.83715e-21,-1.03846e-23,-2.79161e-23,-1.56857e-05,932786000000000.0,-1215790.0,0.000144227,-1215790.0,932786000000000.0,0.000174857,0.000144227,0.000174857,3733740000000.0
84,-0.395955,100.0,16.7517,5.28948e+19,-68942700000.0,-24.5464,-68942700000.0,5.28948e+19,20.3883,-24.5464,20.3883,2.15678e+17,-2.82691e-05,-3.51513e-21,5.9192999999999996e-21,3.20618e-21,-2.82691e-05,1.7217899999999998e-20,4.3642500000000003e-23,5.40036e-23,1.37655e-05,126902000000000.0,-165403.0,-9.0558e-05,-165403.0,126902000000000.0,0.000125113,-9.0558e-05,0.000125113,806585000000.0
85,-0.395955,200.0,16.7481,5.27412e+19,-68742400000.0,-28.073,-68742400000.0,5.27412e+19,35.108,-28.073,35.108,2.75203e+17,-1.95306e-05,-1.65291e-21,1.4417199999999999e-21,2.2290099999999998e-21,-1.95306e-05,4.26554e-21,3.63294e-23,-1.37678e-23,3.45886e-05,251519000000000.0,-327828.0,-8.77603e-05,-327828.0,251519000000000.0,0.000184796,-8.77603e-05,0.000184796,1463860000000.0
86,-0.395955,300.0,16.7441,5.26535e+19,-68628100000.0,-24.3622,-68628100000.0,5.26535e+19,35.9201,-24.3622,35.9201,2.86534e+17,-2.20366e-05,-8.206639999999999e-22,-6.67478e-23,-8.61414e-22,-2.20366e-05,-1.88107e-22,2.2476e-23,-3.46984e-23,2.73254e-05,388300000000000.0,-506107.0,-5.0174e-05,-506107.0,388300000000000.0,0.000177236,-5.0174e-05,0.000177236,1964920000000.0
87,-0.395955,400.0,16.7395,5.29764e+19,-69049000000.0,-20.2665,-69049000000.0,5.29764e+19,33.3389,-20.2665,33.3389,2.84551e+17,-2.53957e-05,6.641269999999999e-22,-1.00191e-21,1.16424e-21,-2.53957e-05,-2.00189e-21,1.03835e-23,-3.66866e-23,1.58139e-05,525029000000000.0,-684318.0,1.34247e-05,-684318.0,525029000000000.0,0.000174653,1.34247e-05,0.000174653,2505170000000.0
88,-0.395955,500.0,16.7349,5.33663e+19,-69557200000.0,-16.3589,-69557200000.0,5.33663e+19,30.6508,-16.3589,30.6508,2.80068e+17,-2.82236e-05,9.27806e-22,-1.84327e-21,1.82374e-21,-2.82236e-05,-2.9603999999999997e-21,3.3368e-25,-3.42863e-23,4.42211e-06,662766000000000.0,-863844.0,7.51168e-05,-863844.0,662766000000000.0,0.000175974,7.51168e-05,0.000175974,3014550000000.0
89,-0.395955,600.0,16.7309,5.37531e+19,-70061400000.0,-12.8988,-70061400000.0,5.37531e+19,28.3818,-12.8988,28.3818,2.75252e+17,-3.08302e-05,-9.43634e-22,-2.57629e-21,-1.7876499999999997e-21,-3.08302e-05,-3.39148e-21,-7.2016e-24,-3.05482e-23,-5.86517e-06,800806000000000.0,-1043760.0,0.000120397,-1043760.0,800806000000000.0,0.000177333,0.000120397,0.000177333,3450190000000.0
90,-0.395955,700.0,16.7275,5.41234e+19,-70544000000.0,-9.97742,-70544000000.0,5.41234e+19,26.5203,-9.97742,26.5203,2.70439e+17,-3.34459e-05,2.6080199999999998e-21,-3.1291599999999997e-21,2.42281e-21,-3.34459e-05,-3.49902e-21,-1.22071e-23,-2.65964e-23,-1.48484e-05,937127000000000.0,-1221440.0,0.00014629,-1221440.0,937127000000000.0,0.000177793,0.00014629,0.000177793,3804260000000.0
91,-0.395638,100.0,16.7424,5.64166e+19,-73532900000.0,-30.4592,-73532900000.0,5.64166e+19,14.683,-30.4592,14.683,2.18955e+17,-2.65591e-05,-4.5335299999999995e-21,8.236909999999999e-21,-3.68201e-21,-2.65591e-05,1.1403e-20,4.48726e-23,3.80344e-23,-2.65674e-06,122622000000000.0,-159824.0,-7.501e-05,-159824.0,122622000000000.0,0.000133224,-7.501e-05,0.000133224,743783000000.0
92,-0.395638,200.0,16.739,5.38295e+19,-70160900000.0,-29.2583,-70160900000.0,5.38295e+19,34.0609,-29.2583,34.0609,2.6687e+17,-1.84083e-05,2.83382e-22,9.33496e-22,6.86106e-22,-1.84083e-05,3.0619099999999998e-21,3.1631200000000004e-23,-1.6255600000000002e-23,3.12722e-05,251953000000000.0,-328394.0,-8.13686e-05,-328394.0,251953000000000.0,0.000201887,-8.13686e-05,0.000201887,1463390000000.0
93,-0.395638,300.0,16.7352,5.33971e+19,-69597400000.0,-24.7696,-69597400000.0,5.33971e+19,36.2011,-24.7696,36.2011,2.80312e+17,-2.18458e-05,-1.22367e-21,-7.35805e-22,-1.93475e-21,-2.18458e-05,5.47115e-23,1.90149e-23,-3.3148600000000004e-23,2.74725e-05,390930000000000.0,-509536.0,-4.58533e-05,-509536.0,390930000000000.0,0.000186805,-4.58533e-05,0.000186805,2001700000000.0
94,-0.395638,400.0,16.7306,5.36235e+19,-69892500000.0,-20.4308,-69892500000.0,5.36235e+19,33.8923,-20.4308,33.8923,2.81045e+17,-2.53639e-05,-2.34096e-21,-1.66206e-21,1.35586e-21,-2.53639e-05,-1.5569199999999998e-21,7.21464e-24,-3.4578700000000003e-23,1.64351e-05,527875000000000.0,-688028.0,1.77057e-05,-688028.0,527875000000000.0,0.000181924,1.77057e-05,0.000181924,2561040000000.0
95,-0.395638,500.0,16.7261,5.39482e+19,-70315700000.0,-16.3939,-70315700000.0,5.39482e+19,31.2523,-16.3939,31.2523,2.78446e+17,-2.82094e-05,-2.04706e-21,-2.4390999999999998e-21,-2.16764e-21,-2.82094e-05,-2.53255e-21,-2.47647e-24,-3.2349400000000004e-23,5.06861e-06,665854000000000.0,-867869.0,7.91515e-05,-867869.0,665854000000000.0,0.000181558,7.91515e-05,0.000181558,3079750000000.0
96,-0.395638,600.0,16.7221,5.42847e+19,-70754200000.0,-12.8482,-70754200000.0,5.42847e+19,28.9601,-12.8482,28.9601,2.74845e+17,-3.08124e-05,-3.80399e-21,-3.07986e-21,-2.8073999999999998e-21,-3.08124e-05,-3.0085699999999997e-21,-9.529720000000001e-24,-2.89001e-23,-5.19279e-06,804429000000000.0,-1048490.0,0.000123371,-1048490.0,804429000000000.0,0.000181476,0.000123371,0.000181476,3519190000000.0
97,-0.395638,700.0,16.7187,5.46168e+19,-71187100000.0,-9.87151,-71187100000.0,5.46168e+19,27.0485,-9.87151,27.0485,2.70813e+17,-3.34143e-05,5.00116e-23,-3.53585e-21,-9.76907e-22,-3.34143e-05,-3.1593899999999997e-21,-1.4044e-23,-2.5223400000000002e-23,-1.4115e-05,941506000000000.0,-1227150.0,0.000147688,-1227150.0,941506000000000.0,0.000181081,0.000147688,0.000181081,3874040000000.0
98,-0.395322,100.0,16.7326,5.98379e+19,-77992200000.0,-37.7114,-77992200000.0,5.98379e+19,10.8906,-37.7114,10.8906,2.27683e+17,-2.09564e-05,-3.65935e-21,7.89859e-21,-3.3048799999999998e-21,-2.09564e-05,4.54611e-21,3.6204800000000003e-23,1.55217e-23,-1.11969e-05,118218000000000.0,-154084.0,-5.59495e-05,-154084.0,118218000000000.0,0.000138538,-5.59495e-05,0.000138538,674929000000.0
99,-0.395322,200.0,16.7298,5.48162e+19,-71447000000.0,-30.2648,-71447000000.0,5.48162e+19,33.6954,-30.2648,33.6954,2.60342e+17,-1.6817e-05,-1.1959499999999999e-21,2.09263e-22,1.92262e-22,-1.6817e-05,1.43061e-21,2.56473e-23,-2.0653400000000002e-23,2.78358e-05,253512000000000.0,-330425.0,-7.48145e-05,-330425.0,253512000000000.0,0.000212047,-7.48145e-05,0.000212047,1447470000000.0
100,-0.395322,300.0,16.7261,5.41329e+19,-70556300000.0,-25.0415,-70556300000.0,5.41329e+19,36.5112,-25.0415,36.5112,2.74429e+17,-2.15649e-05,-8.54316e-22,-1.46906e-21,-4.16025e-21,-2.15649e-05,2.30889e-22,1.50983e-23,-3.1701800000000003e-23,2.71728e-05,393914000000000.0,-513424.0,-4.16585e-05,-513424.0,393914000000000.0,0.000194527,-4.16585e-05,0.000194527,2034300000000.0
101,-0.395322,400.0,16.7216,5.42761e+19,-70743000000.0,-20.4971,-70743000000.0,5.42761e+19,34.3907,-20.4971,34.3907,2.77558e+17,-2.52724e-05,-1.47436e-21,-2.34862e-21,-1.6035599999999999e-21,-2.52724e-05,-1.13004e-21,3.84894e-24,-3.23881e-23,1.67229e-05,530838000000000.0,-691890.0,2.1731e-05,-691890.0,530838000000000.0,0.000189035,2.1731e-05,0.000189035,2616040000000.0
102,-0.395322,500.0,16.7172,5.45361e+19,-71081900000.0,-16.354,-71081900000.0,5.45361e+19,31.8039,-16.354,31.8039,2.76781e+17,-2.81469e-05,-1.0023499999999999e-21,-3.0464899999999997e-21,-2.5768599999999998e-21,-2.81469e-05,-2.11194e-21,-5.374450000000001e-24,-3.0335e-23,5.49083e-06,669023000000000.0,-871999.0,8.26886e-05,-871999.0,669023000000000.0,0.000187391,8.26886e-05,0.000187391,3144370000000.0
103,-0.395322,600.0,16.7132,5.48213e+19,-71453700000.0,-12.7405,-71453700000.0,5.48213e+19,29.501,-12.7405,29.501,2.74387e+17,-3.07573e-05,-2.509e-21,-3.58709e-21,-4.59495e-21,-3.07573e-05,-2.6277099999999998e-21,-1.18913e-23,-2.7189800000000004e-23,-4.67091e-06,808120000000000.0,-1053300.0,0.000125691,-1053300.0,808120000000000.0,0.000185958,0.000125691,0.000185958,3587360000000.0
104,-0.395322,700.0,16.7098,5.51146e+19,-71836000000.0,-9.7226,-71836000000.0,5.51146e+19,27.5492,-9.7226,27.5492,2.71137e+17,-3.33547e-05,-6.08983e-21,-3.94162e-21,2.469e-21,-3.33547e-05,-2.8193999999999998e-21,-1.58857e-23,-2.3802e-23,-1.3485e-05,945936000000000.0,-1232930.0,0.000148391,-1232930.0,945936000000000.0,0.000184715,0.000148391,0.000184715,3942810000000.0
105,-0.395005,100.0,16.7225,6.24387e+19,-81382100000.0,-44.031,-81382100000.0,6.24387e+19,9.96771,-44.031,9.96771,2.37663e+17,-1.20472e-05,-2.12903e-21,5.4794999999999996e-21,-4.46593e-22,-1.20472e-05,-3.00935e-21,2.0022500000000002e-23,-1.12657e-23,-1.32304e-05,115124000000000.0,-150051.0,-4.1498e-05,-150051.0,115124000000000.0,0.000142512,-4.1498e-05,0.000142512,619966000000.0
106,-0.395005,200.0,16.7205,5.56488e+19,-72532200000.0,-30.9657,-72532200000.0,5.56488e+19,34.1076,-30.9657,34.1076,2.55254e+17,-1.4984e-05,-1.4288399999999999e-21,-7.33517e-22,6.95006e-22,-1.4984e-05,-3.58327e-22,1.8742700000000002e-23,-2.5993900000000002e-23,2.47452e-05,256575000000000.0,-334418.0,-6.91585e-05,-334418.0,256575000000000.0,0.000214317,-6.91585e-05,0.000214317,1419830000000.0
107,-0.395005,300.0,16.7169,5.48555e+19,-71498300000.0,-25.161,-71498300000.0,5.48555e+19,36.8668,-25.161,36.8668,2.6893e+17,-2.12296e-05,-7.44203e-22,-2.25916e-21,1.7768e-21,-2.12296e-05,3.78718e-22,1.08123e-23,-3.02143e-23,2.649e-05,397276000000000.0,-517807.0,-3.78511e-05,-517807.0,397276000000000.0,0.000200171,-3.78511e-05,0.000200171,2062770000000.0
108,-0.395005,400.0,16.7125,5.49323e+19,-71598300000.0,-20.461,-71598300000.0,5.49323e+19,34.8384,-20.461,34.8384,2.74147e+17,-2.51268e-05,8.45178e-22,-3.0571999999999998e-21,1.35985e-21,-2.51268e-05,-7.18668e-22,3.15637e-25,-3.01023e-23,1.66825e-05,533924000000000.0,-695913.0,2.53875e-05,-695913.0,533924000000000.0,0.000195939,2.53875e-05,0.000195939,2669640000000.0
109,-0.395005,500.0,16.7082,5.51285e+19,-71854000000.0,-16.2371,-71854000000.0,5.51285e+19,32.3068,-16.2371,32.3068,2.75111e+17,-2.80379e-05,6.78706e-23,-3.662199999999999e-21,-2.4208e-22,-2.80379e-05,-1.70002e-21,-8.34208e-24,-2.82486e-23,5.68898e-06,672284000000000.0,-876250.0,8.56621e-05,-876250.0,672284000000000.0,0.000193445,8.56621e-05,0.000193445,3207900000000.0
110,-0.395005,600.0,16.7043,5.53621e+19,-72158500000.0,-12.5744,-72158500000.0,5.53621e+19,30.0046,-12.5744,30.0046,2.739e+17,-3.0666e-05,-1.13922e-21,-4.0954e-21,-3.00182e-21,-3.0666e-05,-2.25033e-21,-1.42728e-23,-2.5423700000000002e-23,-4.29856e-06,811893000000000.0,-1058210.0,0.000127315,-1058210.0,811893000000000.0,0.000190758,0.000127315,0.000190758,3654310000000.0
111,-0.395005,700.0,16.7009,5.56161e+19,-72489600000.0,-9.52996,-72489600000.0,5.56161e+19,28.0219,-9.52996,28.0219,2.71424e+17,-3.32679e-05,1.6549399999999999e-21,-4.34451e-21,1.6624299999999999e-21,-3.32679e-05,-2.48015e-21,-1.77223e-23,-2.23375e-23,-1.29571e-05,950431000000000.0,-1238780.0,0.000148375,-1238780.0,950431000000000.0,0.000188687,0.000148375,0.000188687,4010290000000.0
