quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
869,-0.3605,200.0,15.6405,2.4318993617868105e+20,-316971485889.2936,-40.555995872676476,-316971485889.2936,2.4318993617868105e+20,79.39263208740238,-40.555995872676476,79.39263208740238,5.3995952357014694e+17,-9.33802e-07,1.4458e-21,4.70767e-21,1.42502e-21,-9.33802e-07,2.0064299999999997e-20,1.12879e-23,-1.24531e-21,4.07565e-06,1341413657366650.2,-1748387.8080198679,9.152337023837654e-05,-1748387.8080198679,1341413657366650.2,7.449044228790157e-05,9.152337023837654e-05,0.00027134775506420123,2683166104813.685
870,-0.3605,300.0,15.6332,2.5293220426294555e+20,-329670980720.67053,-21.72221898355243,-329670980720.67053,2.5293220426294555e+20,59.44687942307743,-21.72221898355243,59.44687942307743,5.4915048779633146e+17,-1.17156e-06,1.1410399999999999e-21,1.0560899999999998e-20,1.18914e-21,-1.17156e-06,1.2227299999999999e-20,2.1658e-23,2.51605e-21,-1.59733e-05,1864271981651941.8,-2429876.8876705766,-4.2812286476205885e-05,-2429876.8876705766,1864271981651941.8,0.00035472091393696787,-4.2812286476205885e-05,0.0035889162515382067,5181203963429.468
871,-0.3605,400.0,15.621,2.535430530442446e+20,-330466624091.27014,-18.202215714274224,-330466624091.27014,2.535430530442446e+20,55.057751268037464,-18.202215714274224,55.057751268037464,5.872977375293056e+17,-2.47709e-06,1.33816e-21,1.25985e-20,1.39315e-21,-2.47709e-06,6.28652e-21,2.7889200000000003e-23,3.05404e-21,-2.04955e-05,2409921638617635.0,-3141071.6975513496,-0.000227347136715132,-3141071.6975513496,2409921638617635.0,0.0005493250160195597,-0.000227347136715132,0.00762162184246473,7660967690436.64
872,-0.3605,500.0,15.6058,2.5239219340754505e+20,-328965168053.2031,-19.834773247083895,-328965168053.2031,2.5239219340754505e+20,54.402243794324114,-19.834773247083895,54.402243794324114,6.260301701283981e+17,-3.88415e-06,1.0073899999999999e-21,1.30847e-20,1.2654099999999999e-21,-3.88415e-06,3.4832899999999995e-21,3.13986e-23,3.2331399999999997e-21,-1.73267e-05,2970367695684963.0,-3871574.9754225127,-0.0003619125033705811,-3871574.9754225127,2970367695684963.0,0.0006653144199038743,-0.0003619125033705811,0.009288674365277173,9936302403030.074
873,-0.3605,600.0,15.5892,2.5104575949716908e+20,-327212186046.36597,-22.404034020325934,-327212186046.36597,2.5104575949716908e+20,54.218475841630784,-22.404034020325934,54.218475841630784,6.575607469278052e+17,-5.41068e-06,7.61951e-22,1.2875e-20,8.32202e-22,-5.41068e-06,2.4959799999999998e-21,3.30811e-23,2.97723e-21,-1.26085e-05,3533452208832859.5,-4605466.154097519,-0.0004213367967882996,-4605466.154097519,3533452208832859.5,0.0007465342084929858,-0.0004213367967882996,0.008805308184680321,12075274108268.807
874,-0.3605,700.0,15.5724,2.497942894729614e+20,-325579833840.8777,-24.44819583488741,-325579833840.8777,2.497942894729614e+20,53.83502706883213,-24.44819583488741,53.83502706883213,6.817508719855514e+17,-7.09884e-06,5.92522e-22,1.23353e-20,6.03867e-22,-7.09884e-06,2.3784099999999998e-21,3.35028e-23,2.46527e-21,-8.76658e-06,4094047128208235.0,-5336149.093374946,-0.00042003296829712345,-5336149.093374946,4094047128208235.0,0.0008136480100988219,-0.00042003296829712345,0.007633710488514808,14183215722054.156
875,-0.360183,100.0,15.6323,2.0487945122515812e+20,-267038447905.373,-71.586343985213,-267038447905.373,2.0487945122515812e+20,114.2374485140845,-71.586343985213,114.2374485140845,5.5962988096458374e+17,-8.57386e-06,1.5132699999999999e-21,-1.7658399999999998e-20,1.71638e-21,-8.57386e-06,2.6254099999999997e-20,-2.83624e-23,-4.83943e-20,4.82992e-05,685059208452334.9,-892899.222993579,-2.1787923726414847e-05,-892899.222993579,685059208452334.9,9.692886863456955e-06,-2.1787769730923768e-05,0.039430032173702126,1091876797022.9506
876,-0.360183,200.0,15.6282,2.4425738159104357e+20,-318362578492.08386,-40.42022318137093,-318362578492.08386,2.4425738159104357e+20,66.04019637383011,-40.42022318137093,66.04019637383011,5.312895774221293e+17,-4.40116e-06,8.9796e-22,2.19396e-21,1.1700000000000001e-21,-4.40116e-06,2.33495e-20,6.3587900000000006e-24,-1.5130499999999998e-21,5.18699e-06,1332882307160608.0,-1737269.333563618,4.462840663438744e-05,-1737269.333563618,1332882307160608.0,0.00011791717077353179,4.462840663438744e-05,0.00017785144592588945,2827254552637.756
877,-0.360183,300.0,15.6198,2.5317449050225073e+20,-329986671477.39233,-24.717431285132246,-329986671477.39233,2.5317449050225073e+20,53.1764396852971,-24.717431285132246,53.1764396852971,5.5261538634571686e+17,-1.66835e-06,1.3352999999999999e-21,9.81716e-21,1.3275e-21,-1.66835e-06,1.2696499999999998e-20,1.9783999999999998e-23,3.34145e-21,-1.85109e-05,1865750338366346.2,-2431804.3979006424,-7.172134669906312e-05,-2431804.3979006424,1865750338366346.2,0.000416527004283449,-7.172134669906312e-05,0.005489939257137296,5260229316270.635
878,-0.360183,400.0,15.6068,2.537627532781908e+20,-330751515749.77515,-21.585650648876285,-330751515749.77515,2.537627532781908e+20,52.241173736114845,-21.585650648876285,52.241173736114845,5.934216248914045e+17,-2.35269e-06,1.02177e-21,1.2466399999999999e-20,1.05463e-21,-2.35269e-06,6.2312799999999996e-21,2.73737e-23,4.18026e-21,-2.3266e-05,2415452643339061.5,-3148283.8197171073,-0.00024120365100285191,-3148283.8197171073,2415452643339061.5,0.0005932547964427304,-0.00024120365100285191,0.011414633451519326,7637380714385.639
879,-0.360183,500.0,15.591,2.526781117026573e+20,-329337323823.3223,-23.06331438357084,-329337323823.3223,2.526781117026573e+20,53.11817805783707,-23.06331438357084,53.11817805783707,6.315278091600896e+17,-3.65629e-06,8.04401e-22,1.3120399999999998e-20,7.05967e-22,-3.65629e-06,3.40656e-21,3.13411e-23,4.29974e-21,-1.95552e-05,2978324129390959.0,-3881918.3392403075,-0.0003644405960158734,-3881918.3392403075,2978324129390959.0,0.0006889963598410439,-0.0003644405960158734,0.013263323656065105,9857174386528.184
880,-0.360183,600.0,15.5741,2.5138531955500882e+20,-327653639787.47284,-25.324378847323842,-327653639787.47284,2.5138531955500882e+20,53.57297807483788,-25.324378847323842,53.57297807483788,6.616416274415258e+17,-5.1823e-06,7.60823e-22,1.2927199999999998e-20,7.90258e-22,-5.1823e-06,2.4606799999999998e-21,3.31074e-23,3.84222e-21,-1.42834e-05,3544103563632822.0,-4619377.080125421,-0.00041606245121867964,-4619377.080125421,3544103563632822.0,0.0007556276422414839,-0.00041606245121867964,0.012011827965942284,11985777062033.941
881,-0.360183,700.0,15.5571,2.5017953485982273e+20,-326082885778.4181,-27.032625164001203,-326082885778.4181,2.5017953485982273e+20,53.43823202013955,-27.032625164001203,53.43823202013955,6.84538190374168e+17,-6.88767e-06,4.44046e-22,1.2358399999999998e-20,3.33325e-22,-6.88767e-06,2.3757899999999998e-21,3.34763e-23,3.1257999999999996e-21,-1.00221e-05,4107701395084331.5,-5353935.572595124,-0.0004089812252203431,-5353935.572595124,4107701395084331.5,0.000813409317087642,-0.0004089812252203431,0.010048744777436424,14109631543231.283
882,-0.359867,100.0,15.6218,2.099633557041378e+20,-273665387205.0123,-46.75380107049562,-273665387205.0123,2.099633557041378e+20,87.01720551011287,-46.75380107049562,87.01720551011287,4.939970026646703e+17,-2.26161e-05,-2.6033800000000003e-24,-2.1965099999999997e-20,3.5282e-22,-2.26161e-05,3.74522e-20,-3.48751e-23,-2.49912e-20,5.28476e-05,688506140861093.8,-897393.3247417076,-8.725204863401568e-05,-897393.3247417076,688506140861093.8,-2.9442911258614404e-05,-8.725204863401568e-05,0.01586977434040388,1205322708712.8645
883,-0.359867,200.0,15.6157,2.4665406475061104e+20,-321486120369.56683,-38.90773079977625,-321486120369.56683,2.4665406475061104e+20,50.87318045698714,-38.90773079977625,50.87318045698714,5.21621227173585e+17,-7.32213e-06,1.62517e-21,3.1757499999999997e-22,1.98144e-21,-7.32213e-06,2.5627199999999997e-20,2.52236e-24,-1.1443999999999998e-21,4.41066e-06,1312844927179088.2,-1711154.2648673244,-1.0401420117933496e-05,-1711154.2648673244,1312844927179088.2,0.00018033872976604452,-1.0401420117933496e-05,8.536894043721267e-06,2995494626646.8022
884,-0.359867,300.0,15.6062,2.53632627088225e+20,-330582120709.583,-27.26541501468954,-330582120709.583,2.53632627088225e+20,46.58594598521428,-27.26541501468954,46.58594598521428,5.5681946325230445e+17,-2.08801e-06,1.03526e-21,9.173149999999999e-21,9.74747e-22,-2.08801e-06,1.27161e-20,1.8055e-23,4.30802e-21,-2.14696e-05,1863363408254547.5,-2428693.68898075,-0.00010729687173093785,-2428693.68898075,1863363408254547.5,0.0004836254063401766,-0.00010729687173093785,0.008149313058578534,5343361215540.704
885,-0.359867,400.0,15.5923,2.5399477315142373e+20,-331054373548.9066,-24.887519305034296,-331054373548.9066,2.5399477315142373e+20,49.40765670017302,-24.887519305034296,49.40765670017302,6.004951511151868e+17,-2.23277e-06,9.48671e-22,1.2326499999999999e-20,9.21232e-22,-2.23277e-06,6.0022299999999995e-21,2.6816900000000004e-23,5.48681e-21,-2.59648e-05,2419992943734515.0,-3154212.6461238335,-0.0002583094701524399,-3154212.6461238335,2419992943734515.0,0.0006368894188413237,-0.0002583094701524399,0.016301706026978745,7607120600387.673
886,-0.359867,500.0,15.5759,2.5294478056138408e+20,-329686380269.77893,-26.312439584032653,-329686380269.77893,2.5294478056138408e+20,51.85464505349453,-26.312439584032653,51.85464505349453,6.377620599574652e+17,-3.43883e-06,1.2976599999999999e-21,1.3125699999999998e-20,1.31708e-21,-3.43883e-06,3.2636699999999997e-21,3.1202700000000004e-23,5.51213e-21,-2.16264e-05,2986126567605871.0,-3892082.041651838,-0.0003680517902817884,-3892082.041651838,2986126567605871.0,0.0007114309363004347,-0.0003680517902817884,0.01814731632170285,9768652645070.182
887,-0.359867,600.0,15.5587,2.517048601990077e+20,-328069427613.39905,-28.281785255842586,-328069427613.39905,2.517048601990077e+20,52.93979994733167,-28.281785255842586,52.93979994733167,6.662332596673409e+17,-4.96349e-06,3.14996e-22,1.2948499999999999e-20,6.1243099999999995e-22,-4.96349e-06,2.40034e-21,3.3052600000000004e-23,4.8006899999999994e-21,-1.58268e-05,3554857582093507.0,-4633365.0038988665,-0.00041073677381869833,-4633365.0038988665,3554857582093507.0,0.0007636995725657929,-0.00041073677381869833,0.015809818762541922,11887296945485.855
888,-0.359867,700.0,15.5415,2.505483540609684e+20,-326562838392.29596,-29.646698625148623,-326562838392.29596,2.505483540609684e+20,53.04400356296504,-29.646698625148623,53.04400356296504,6.876719986177233e+17,-6.68541e-06,1.2139799999999999e-21,1.2355e-20,1.87213e-21,-6.68541e-06,2.36423e-21,3.33778e-23,3.84332e-21,-1.11871e-05,4121483991536331.5,-5371901.713221567,-0.0003974084640653959,-5371901.713221567,4121483991536331.5,0.0008124879107326572,-0.0003974084640653959,0.012836242827459382,14028629914921.207
889,-0.35955,100.0,15.6111,2.231063575498361e+20,-290794818996.56647,-22.993580092025063,-290794818996.56647,2.231063575498361e+20,51.9591053282797,-22.993580092025063,51.9591053282797,4.388229848008645e+17,-3.47375e-05,6.8273e-21,-2.07094e-20,6.60256e-21,-3.47375e-05,4.83629e-20,-3.2185200000000004e-23,-7.31067e-21,4.81995e-05,665332386044500.8,-867189.6757571393,-0.00016304477945818253,-867189.6757571393,665332386044500.8,-2.2674424436753898e-05,-0.00016304477945818253,0.0021958217073638348,1319225473692.9934
890,-0.35955,200.0,15.6029,2.5013769941807828e+20,-326026420765.0207,-36.667353063658844,-326026420765.0207,2.5013769941807828e+20,34.586617319964965,-36.667353063658844,34.586617319964965,5.126022245791108e+17,-9.30283e-06,1.01215e-21,-8.17725e-22,1.74541e-21,-9.30283e-06,2.6562199999999997e-20,-9.122550000000001e-26,-3.0355e-22,1.50646e-06,1283845009616491.5,-1673353.5049892887,-6.811554227533607e-05,-1673353.5049892887,1283845009616491.5,0.0002574984272327319,-6.811554227533607e-05,0.00011845641165147688,3175181698826.41
891,-0.35955,300.0,15.5923,2.5425836210032882e+20,-331398296812.3271,-29.461904035848068,-331398296812.3271,2.5425836210032882e+20,39.9199944945004,-29.461904035848068,39.9199944945004,5.621323076946954e+17,-2.365e-06,8.38057e-22,8.6688e-21,1.2402499999999999e-21,-2.365e-06,1.2247e-20,1.6560500000000002e-23,5.44129e-21,-2.48477e-05,1857950466742952.0,-2421638.128897594,-0.00014792242223375386,-2421638.128897594,1857950466742952.0,0.0005524408581224885,-0.00014792242223375386,0.011783478318580197,5423490202734.639
892,-0.35955,400.0,15.5776,2.5423500611751448e+20,-331367497714.11035,-28.125479832392532,-331367497714.11035,2.5423500611751448e+20,46.647800840799604,-28.125479832392532,46.647800840799604,6.085850475801222e+17,-2.10611e-06,1.3017699999999999e-21,1.2190799999999998e-20,1.53378e-21,-2.10611e-06,5.60096e-21,2.6255100000000002e-23,6.98138e-21,-2.85651e-05,2423678569154454.0,-3159012.172262612,-0.00027814922258706884,-3159012.172262612,2423678569154454.0,0.0006783065061683103,-0.00027814922258706884,0.022396796232244994,7568057077482.75
893,-0.35955,500.0,15.5606,2.531929699611808e+20,-330009770801.0549,-29.583047155500655,-330009770801.0549,2.531929699611808e+20,50.64552378933493,-29.583047155500655,50.64552378933493,6.447277893374889e+17,-3.23039e-06,6.83122e-22,1.3104299999999999e-20,5.83611e-22,-3.23039e-06,3.05811e-21,3.0998e-23,6.864879999999999e-21,-2.35206e-05,2993775010329699.5,-3902066.082657104,-0.00037266395523974805,-3902066.082657104,2993775010329699.5,0.0007316941763355442,-0.00037266395523974805,0.02394008771205643,9670916840062.334
894,-0.35955,600.0,15.5431,2.520051514066211e+20,-328462116115.6627,-31.2728910109935,-328462116115.6627,2.520051514066211e+20,52.33177441670249,-31.2728910109935,52.33177441670249,6.713151108731062e+17,-4.75459e-06,6.09781e-22,1.2939699999999999e-20,5.61102e-22,-4.75459e-06,2.31691e-21,3.29224e-23,5.84341e-21,-1.72257e-05,3565688598299734.0,-4647481.257248214,-0.0004054290625593435,-4647481.257248214,3565688598299734.0,0.0007703111123163239,-0.0004054290625593435,0.020161705674654792,11780732065655.87
895,-0.35955,700.0,15.5258,2.509012603947021e+20,-327022258274.02924,-32.285924683173064,-327022258274.02924,2.509012603947021e+20,52.657218221192906,-32.285924683173064,52.657218221192906,6.911343305755905e+17,-6.49258e-06,8.67637e-22,1.2325e-20,6.73319e-22,-6.49258e-06,2.3446299999999998e-21,3.32092e-23,4.60988e-21,-1.22533e-05,4135394917564234.0,-5390021.849339094,-0.0003854250482675586,-5390021.849339094,4135394917564234.0,0.0008106887300784949,-0.0003854250482675586,0.01596278761701849,13941134810070.43
896,-0.359233,100.0,15.5997,2.4394040753856276e+20,-317949357257.67566,-6.173499576143082,-317949357257.67566,2.4394040753856276e+20,8.400454038621024,-6.173499576143082,8.400454038621024,4.012480849764185e+17,-4.06108e-05,6.69091e-21,-1.2760000000000001e-20,8.28892e-21,-4.06108e-05,5.33958e-20,-1.90846e-23,-8.25602e-22,3.462e-05,621148513061041.9,-809597.9286833181,-0.00021246860568491935,-809597.9286833181,621148513061041.9,3.957119470719561e-05,-0.00021246860568491935,-9.353968453496703e-05,1398853975540.9058
897,-0.359233,200.0,15.5897,2.5430404742935036e+20,-331457328417.24255,-34.278882996949186,-331457328417.24255,2.5430404742935036e+20,18.027790154706643,-34.278882996949186,18.027790154706643,5.0579819046472506e+17,-1.00758e-05,6.2888e-22,-1.2268899999999999e-21,7.83185e-22,-1.00758e-05,2.5943299999999997e-20,-1.55639e-24,7.72397e-22,-3.51897e-06,1249881304057960.5,-1629084.9344857337,-0.0001234607517933966,-1629084.9344857337,1249881304057960.5,0.0003421317825408676,-0.0001234607517933966,0.000840841047232702,3352199515827.233
898,-0.359233,300.0,15.5781,2.5498239756757447e+20,-332342802490.97437,-31.42098334158575,-332342802490.97437,2.5498239756757447e+20,33.44730734509669,-31.42098334158575,33.44730734509669,5.6894660817515334e+17,-2.45541e-06,1.03083e-21,8.32844e-21,8.66141e-22,-2.45541e-06,1.1283399999999999e-20,1.53631e-23,6.77201e-21,-2.85882e-05,1850661346831652.5,-2412139.1736892415,-0.00019176108865803324,-2412139.1736892415,1850661346831652.5,0.0006188231811456765,-0.00019176108865803324,0.01663223168267493,5493327157941.14
899,-0.359233,400.0,15.5625,2.544757524019088e+20,-331680621879.3141,-31.324992818810184,-331680621879.3141,2.544757524019088e+20,44.054773430100305,-31.324992818810184,44.054773430100305,6.177631788487164e+17,-1.96428e-06,7.63571e-22,1.2068499999999999e-20,1.21866e-21,-1.96428e-06,5.03765e-21,2.57197e-23,8.673399999999999e-21,-3.103e-05,2426719980103359.0,-3162964.723200429,-0.0003000730473343651,-3162964.723200429,2426719980103359.0,0.0007155554488699623,-0.0003000730473343651,0.029787091181186685,7518188204286.781
900,-0.359233,500.0,15.545,2.5342344987950285e+20,-330310062008.6683,-32.87701070978303,-330310062008.6683,2.5342344987950285e+20,49.5244366142449,-32.87701070978303,49.5244366142449,6.52401897976498e+17,-3.0298e-06,6.7978e-22,1.3059299999999999e-20,8.038199999999999e-22,-3.0298e-06,2.7958999999999998e-21,3.07408e-23,8.35032e-21,-2.5218e-05,3001320789392805.5,-3911896.128171286,-0.0003781282285817047,-3911896.128171286,3001320789392805.5,0.0007489031724641582,-0.0003781282285817047,0.03059608082768022,9564300628401.986
901,-0.359233,600.0,15.5272,2.5228670649615263e+20,-328829138702.7458,-34.29351256860214,-328829138702.7458,2.5228670649615263e+20,51.761221122237025,-34.29351256860214,51.761221122237025,6.768512487775685e+17,-4.55591e-06,6.94982e-22,1.2901899999999998e-20,7.11539e-22,-4.55591e-06,2.2131299999999997e-21,3.27229e-23,6.95906e-21,-1.84685e-05,3576596612251503.0,-4661700.174258284,-0.00040017268313035,-4661700.174258284,3576596612251503.0,0.0007750567400332228,-0.00040017268313035,0.024998550054105714,11667109059151.209
902,-0.359233,700.0,15.5098,2.512387671793274e+20,-327463712015.1361,-34.945940132493824,-327463712015.1361,2.512387671793274e+20,52.282239200403865,-34.945940132493824,52.282239200403865,6.948943871495533e+17,-6.30966e-06,1.62384e-21,1.2268499999999998e-20,1.4134799999999999e-21,-6.30966e-06,2.31822e-21,3.29729e-23,5.41635e-21,-1.32134e-05,4149434173168040.0,-5408321.646862885,-0.00037312850830451753,-5408321.646862885,4149434173168040.0,0.000807811580986746,-0.00037312850830451753,0.01937768896363201,13848198531201.36
903,-0.358917,100.0,15.587,2.6928934866671446e+20,-350989089869.7039,-1.689556397242822,-350989089869.7039,2.6928934866671446e+20,-38.39672242852986,-1.689556397242822,-38.39672242852986,3.8376959673840774e+17,-3.86366e-05,-1.63663e-21,-1.66953e-21,4.94629e-22,-3.86366e-05,4.879e-20,-2.0373000000000002e-24,-3.77215e-25,1.58688e-05,572775962720103.8,-746552.1746336123,-0.0001988007358737771,-746552.1746336123,572775962720103.8,0.00011433138576364562,-0.0001988007358737771,6.670468691785669e-05,1414941371176.1265
904,-0.358917,200.0,15.5761,2.5862259431764358e+20,-337085863616.3553,-32.15964838048435,-337085863616.3553,2.5862259431764358e+20,2.1362973168769117,-32.15964838048435,2.1362973168769117,5.02507820138568e+17,-9.55025e-06,2.76466e-22,-1.0273599999999999e-21,1.04605e-21,-9.55025e-06,2.3744799999999998e-20,-2.1017e-24,1.92255e-21,-1.03988e-05,1215763603008345.8,-1584616.1698437699,-0.00017303960014782444,-1584616.1698437699,1215763603008345.8,0.0004250634876725274,-0.00017303960014782444,0.0023612385307030114,3513278799500.8823
905,-0.358917,300.0,15.5635,2.5572388585714296e+20,-333307840901.7662,-33.26328273325156,-333307840901.7662,2.5572388585714296e+20,27.44918296738287,-33.26328273325156,27.44918296738287,5.776422202383516e+17,-2.34184e-06,9.21345e-22,8.16032e-21,1.03423e-21,-2.34184e-06,9.85546e-21,1.4499600000000002e-23,8.33946e-21,-3.25812e-05,1842807576786378.8,-2401901.040123687,-0.00023694079915050065,-2401901.040123687,1842807576786378.8,0.0006784297025611775,-0.00023694079915050065,0.022953156275615564,5545942284061.437
